Date,Close,Return,LogReturn,Daily_vol,Volatility,CumulativeReturn,CumulativeLogReturn,RiskFree_3M,RiskFree_10Y,Historical ER
2000-02-03,1424.969970703125,0.011248137590027962,0.011185347697919614,0.013914888066324068,0.22089200006876358,0.011248137590027962,0.011185347697919614,0.05429999828338623,0.06474999904632568,0.060926230333174326
2000-02-04,1424.3699951171875,-0.000421044371651913,-0.00042113303572190804,0.013915361002381136,0.22089950769592182,0.010822357253352122,0.010764214662197706,0.05489999771118164,0.06517000198364258,0.060926230333174326
2000-02-07,1424.239990234375,-9.127184878798822e-05,-9.12760143166444e-05,0.013916463366042657,0.22091700717653823,0.01073009762800936,0.010672938647881061,0.05469999790191651,0.0663100004196167,0.060926230333174326
2000-02-08,1441.719970703125,0.012273198750635705,0.01219849367259354,0.012880154272828601,0.20446611032430276,0.023134988999447437,0.022871432320474602,0.055199999809265134,0.06598999977111816,0.060926230333174326
2000-02-09,1411.7099609375,-0.02081542211764542,-0.02103511705975112,0.013393816852302069,0.21262025098282325,0.0018380023200914586,0.0018363152607234826,0.05489999771118164,0.06669000148773194,0.060926230333174326
2000-02-10,1416.8299560546875,0.0036268038470079755,0.00362024285277645,0.013163976922611521,0.2089716552109407,0.005471472240984765,0.005456558113499932,0.055,0.06656000137329102,0.060926230333174326
2000-02-11,1387.1199951171875,-0.02096932014356223,-0.021192298989189638,0.013888507004922349,0.22047321370201833,-0.01561258095565532,-0.015735740875689706,0.05480000019073486,0.06620999813079834,0.060926230333174326
2000-02-14,1389.93994140625,0.0020329505010301396,0.0020308868535491302,0.013564847731060451,0.21533528201306837,-0.01361137005890134,-0.013704854022140577,0.05460000038146973,0.06539000034332275,0.060926230333174326
2000-02-15,1402.050048828125,0.008712683952101452,0.008674947553079746,0.013480967564396639,0.21400372564752979,-0.00501727767227822,-0.005029906469060831,0.05579999923706055,0.06552000045776367,0.060926230333174326
2000-02-16,1387.6700439453125,-0.01025641338184169,-0.010309372816680578,0.013562754406941598,0.21530205152287674,-0.015222231780261497,-0.015339279285741409,0.055500001907348634,0.0654699993133545,0.060926230333174326
2000-02-17,1388.260009765625,0.0004251484874857603,0.0004250581374747612,0.013561774746240079,0.21528649989136409,-0.01480355500159325,-0.014914221148266647,0.05570000171661377,0.06568999767303467,0.060926230333174326
2000-02-18,1346.0899658203125,-0.030376185763956398,-0.03084710308169203,0.01490799958125247,0.23665715662469455,-0.044730065228854254,-0.045761324229958676,0.05570000171661377,0.06482999801635742,0.060926230333174326
2000-02-22,1352.1700439453125,0.0045168438064202565,0.004506673481115292,0.015007591089030289,0.23823812279833895,-0.04041526014052377,-0.04125465074884339,0.05599999904632568,0.06342000007629395,0.060926230333174326
2000-02-23,1360.68994140625,0.006300906826835595,0.006281139106337607,0.01398462230167344,0.22199899673637372,-0.03436900610221594,-0.034973511642505783,0.056399998664855955,0.06427000045776367,0.060926230333174326
2000-02-24,1353.4300537109375,-0.005335445992795007,-0.005349730316245383,0.013901747437371242,0.22068339905108267,-0.03952107811912653,-0.040323241958751165,0.056399998664855955,0.0634600019454956,0.060926230333174326
2000-02-25,1333.3599853515625,-0.01482903996726348,-0.014940089385435541,0.014183201007865106,0.22515133596991035,-0.05376405843941212,-0.055263331344186706,0.05619999885559082,0.06341000080108643,0.060926230333174326
2000-02-28,1348.050048828125,0.0110173273819143,0.010957078745980514,0.014475039257666156,0.2297841245620899,-0.04333906729070525,-0.04430625259820619,0.056599998474121095,0.06414000034332275,0.060926230333174326
2000-02-29,1366.4200439453125,0.013627086867551208,0.013535073096645703,0.013531537637752633,0.21480650067482332,-0.03030256565788314,-0.030771179501560487,0.056399998664855955,0.06408999919891357,0.060926230333174326
2000-03-01,1379.18994140625,0.009345513861218402,0.009302114728482016,0.012497117086961948,0.19838558350414365,-0.02124024484405096,-0.021469064773078472,0.05599999904632568,0.06379000186920165,0.060926230333174326
2000-03-02,1381.760009765625,0.001863462226787016,0.0018617281349938522,0.012252584710293467,0.19450375236713338,-0.019416363011218518,-0.01960733663808462,0.05590000152587891,0.06395999908447265,0.060926230333174326
2000-03-03,1409.1700439453125,0.019837044049593633,0.019642853797381482,0.013051561401678229,0.20718711413958107,3.551779003863054e-05,3.5517159296862694e-05,0.05630000114440918,0.06370999813079833,0.060926230333174326
2000-03-06,1391.280029296875,-0.012695426449990443,-0.012776701994211102,0.013072368508459628,0.20751741671985918,-0.012660359573442914,-0.01274118483491424,0.056500000953674315,0.06408999919891357,0.060926230333174326
2000-03-07,1355.6199951171875,-0.02563109757114057,-0.025965297120289534,0.014146512123031621,0.22456891797901224,-0.037966958233070836,-0.03870648195520377,0.056500000953674315,0.06382999897003173,0.060926230333174326
2000-03-08,1366.699951171875,0.008173349533495022,0.008140128606934442,0.014325301412452739,0.2274071099603536,-0.030103925919938268,-0.030566353348269328,0.056700000762939455,0.06375,0.060926230333174326
2000-03-09,1401.68994140625,0.025601808359159595,0.025279570403423504,0.015227880572094163,0.24173510993011885,-0.0052728325030392265,-0.005286782944845823,0.056599998474121095,0.06341000080108643,0.060926230333174326
2000-03-10,1395.0699462890625,-0.004722866963392747,-0.004734054939684533,0.014575259230179147,0.23137506730411653,-0.009970796579999885,-0.010020837884530356,0.05679999828338623,0.0638700008392334,0.060926230333174326
2000-03-13,1383.6199951171875,-0.008207438775620024,-0.008241305233129576,0.014634688374365195,0.23231847572099062,-0.01809640065314544,-0.018262143117659932,0.05710000038146973,0.06361999988555908,0.060926230333174326
2000-03-14,1359.1500244140625,-0.017685470569578254,-0.017843727175416074,0.014421853832205683,0.22893983210724048,-0.03546182786155716,-0.036105870293076006,0.05710000038146973,0.06297999858856201,0.060926230333174326
2000-03-15,1392.1400146484375,0.02427251564712085,0.023982619773033384,0.01541181193498158,0.24465492979715053,-0.01205005998608144,-0.012123250520042622,0.05690000057220459,0.06276000022888184,0.060926230333174326
2000-03-16,1458.469970703125,0.047646038011081915,0.04654577885905088,0.018395290271523864,0.29201618011978786,0.0350218404088678,0.03442252833900826,0.05699999809265137,0.0623799991607666,0.060926230333174326
2000-03-17,1464.469970703125,0.0041139002657062385,0.004105461314759303,0.018185501305109028,0.28868588352215424,0.039279817033137654,0.038527989653767566,0.05699999809265137,0.06188000202178955,0.060926230333174326
2000-03-20,1456.6300048828125,-0.005353449355160467,-0.005367830413634725,0.018263355215293795,0.28992177603181135,0.03371608516681035,0.03316015924013284,0.05730000019073486,0.06171000003814697,0.060926230333174326
2000-03-21,1493.8699951171875,0.025565854135601862,0.025244513080495853,0.01724834199690108,0.27380894071194883,0.06014391981781042,0.058404672320628695,0.05739999771118164,0.0613700008392334,0.060926230333174326
2000-03-22,1500.6400146484375,0.004531866597078826,0.004521628609461416,0.017248322640467672,0.2738086334380944,0.06494835063612903,0.0629263009300901,0.05739999771118164,0.06119999885559082,0.060926230333174326
2000-03-23,1527.3499755859375,0.017799046191472767,0.017642498044501166,0.01746857702632618,0.2773050634190117,0.08390341552063418,0.08056879897459127,0.05730000019073486,0.06070000171661377,0.060926230333174326
